"","ratio","year","M","F"
"2629",3,1957,460775,458587
"2630",5,1957,37061,37098
"2631",4,1957,72804,71024
"2632",2.66666666666667,1957,9003,9040
"2633",2.33333333333333,1957,4240,4587
"2634",0.333333333333333,1957,287,370
"2635",0.6,1957,15,11
"2636",1.75,1957,52,71
"2637",3.5,1957,491,273
"2638",1.2,1957,7,7
"2639",0.8,1957,49,0
"2640",1.6,1957,0,6
"2641",0,1957,0,0
"2642",1.4,1957,0,0
"2643",6,1957,0,5
"2644",2.25,1957,0,0
"2645",1.16666666666667,1957,0,0
"2646",3.33333333333333,1957,0,0
"2647",1.8,1957,0,0
"2648",0.833333333333333,1957,0,0
"2649",0.857142857142857,1957,0,0
"2650",4.5,1957,0,0
"2651",2.75,1957,0,0
"2652",7,1957,0,0
"2653",1,1958,436147,462894
"2654",2,1958,1319623,1329645
"2655",1.5,1958,853767,876649
"2656",1.33333333333333,1958,198131,210949
"2657",0.5,1958,10300,10523
"2658",0.75,1958,3607,4032
"2659",0.666666666666667,1958,30997,32821
"2660",1.25,1958,23762,25325
"2661",1.66666666666667,1958,208038,217461
"2662",2.5,1958,343386,343207
"2663",3,1958,455060,452511
"2664",5,1958,34711,34693
"2665",4,1958,78430,76346
"2666",2.66666666666667,1958,11125,11167
"2667",2.33333333333333,1958,3595,3910
"2668",0.333333333333333,1958,288,343
"2669",0.6,1958,10,11
"2670",1.75,1958,55,68
"2671",3.5,1958,423,253
"2672",1.2,1958,13,20
"2673",0.8,1958,52,0
"2674",1.6,1958,0,11
"2675",0,1958,0,0
"2676",1.4,1958,0,0
"2677",6,1958,0,0
"2678",2.25,1958,0,0
"2679",1.16666666666667,1958,0,0
"2680",3.33333333333333,1958,0,0
"2681",1.8,1958,0,0
"2682",0.833333333333333,1958,0,0
"2683",0.857142857142857,1958,0,0
"2684",4.5,1958,0,0
"2685",2.75,1958,0,0
"2686",7,1958,0,0
"2687",1,1959,456446,484117
"2688",2,1959,1314157,1324964
"2689",1.5,1959,857734,880558
"2690",1.33333333333333,1959,190019,203242
"2691",0.5,1959,10031,10260
"2692",0.75,1959,3779,4171
"2693",0.666666666666667,1959,30970,32940
"2694",1.25,1959,23657,25335
"2695",1.66666666666667,1959,207093,216281
"2696",2.5,1959,338141,338166
"2697",3,1959,469077,466057
"2698",5,1959,33122,33073
"2699",4,1959,81482,78991
"2700",2.66666666666667,1959,12944,12969
"2701",2.33333333333333,1959,3591,3849
"2702",0.333333333333333,1959,322,392
"2703",0.6,1959,12,13
"2704",1.75,1959,56,82
"2705",3.5,1959,341,263
"2706",1.2,1959,7,15
"2707",0.8,1959,45,0
"2708",1.6,1959,0,34
"2709",0,1959,0,0
"2710",1.4,1959,0,12
"2711",6,1959,5,0
"2712",2.25,1959,0,0
"2713",1.16666666666667,1959,0,0
"2714",3.33333333333333,1959,0,0
"2715",1.8,1959,0,0
"2716",0.833333333333333,1959,0,0
"2717",0.857142857142857,1959,0,0
"2718",4.5,1959,0,0
"2719",2.75,1959,0,0
"2720",7,1959,0,0
"2721",1,1960,479720,508761
"2722",2,1960,1299946,1311369
"2723",1.5,1960,840492,864928
"2724",1.33333333333333,1960,183024,196952
"2725",0.5,1960,9812,10062
"2726",0.75,1960,3892,4436
"2727",0.666666666666667,1960,32130,34654
"2728",1.25,1960,24393,26169
"2729",1.66666666666667,1960,206955,216131
"2730",2.5,1960,338362,338889
"2731",3,1960,468597,465928
"2732",5,1960,32144,32066
"2733",4,1960,85619,82990
"2734",2.66666666666667,1960,15418,15472
"2735",2.33333333333333,1960,3438,3742
"2736",0.333333333333333,1960,266,332
"2737",0.6,1960,17,22
"2738",1.75,1960,41,91
"2739",3.5,1960,367,306
"2740",1.2,1960,8,24
"2741",0.8,1960,55,11
"2742",1.6,1960,0,28
"2743",0,1960,0,0
"2744",1.4,1960,0,7
"2745",6,1960,0,5
"2746",2.25,1960,0,0
"2747",1.16666666666667,1960,0,0
"2748",3.33333333333333,1960,0,0
"2749",1.8,1960,0,0
"2750",0.833333333333333,1960,0,0
"2751",0.857142857142857,1960,0,0
"2752",4.5,1960,0,0
"2753",2.75,1960,0,0
"2754",7,1960,0,0
"2755",1,1961,496752,526813
"2756",2,1961,1273850,1286145
"2757",1.5,1961,818799,843565
"2758",1.33333333333333,1961,179092,194404
"2759",0.5,1961,9467,9734
"2760",0.75,1961,4071,4674
"2761",0.666666666666667,1961,32398,35018
"2762",1.25,1961,24346,26508
"2763",1.66666666666667,1961,212280,222086
"2764",2.5,1961,337969,338608
"2765",3,1961,473751,471272
"2766",5,1961,31607,31547
"2767",4,1961,89692,86974
"2768",2.66666666666667,1961,17308,17344
"2769",2.33333333333333,1961,3499,3806
"2770",0.333333333333333,1961,299,349
"2771",0.6,1961,15,21
"2772",1.75,1961,55,77
"2773",3.5,1961,363,325
"2774",1.2,1961,7,27
"2775",0.8,1961,42,0
"2776",1.6,1961,0,37
"2777",0,1961,0,0
"2778",1.4,1961,5,23
"2779",6,1961,7,0
"2780",2.25,1961,0,5
"2781",1.16666666666667,1961,0,0
"2782",3.33333333333333,1961,0,0
"2783",1.8,1961,0,0
"2784",0.833333333333333,1961,0,0
"2785",0.857142857142857,1961,0,0
"2786",4.5,1961,0,0
"2787",2.75,1961,0,0
"2788",7,1961,0,0
"2789",1,1962,499747,529826
"2790",2,1962,1229616,1241538
"2791",1.5,1962,782541,806417
"2792",1.33333333333333,1962,171236,186559
"2793",0.5,1962,9315,9606
"2794",0.75,1962,4347,4847
"2795",0.666666666666667,1962,33731,36174
"2796",1.25,1962,23530,25606
"2797",1.66666666666667,1962,209987,219744
"2798",2.5,1962,332824,333571
"2799",3,1962,458738,456274
"2800",5,1962,29843,29796
"2801",4,1962,95839,93359
"2802",2.66666666666667,1962,17604,17659
"2803",2.33333333333333,1962,3390,3774
"2804",0.333333333333333,1962,278,318
"2805",0.6,1962,14,19
"2806",1.75,1962,49,89
"2807",3.5,1962,294,275
"2808",1.2,1962,7,28
"2809",0.8,1962,40,0
"2810",1.6,1962,0,44
"2811",0,1962,0,0
"2812",1.4,1962,5,14
"2813",6,1962,0,7
"2814",2.25,1962,0,0
"2815",1.16666666666667,1962,0,0
"2816",3.33333333333333,1962,0,0
"2817",1.8,1962,0,0
"2818",0.833333333333333,1962,0,0
"2819",0.857142857142857,1962,0,0
"2820",4.5,1962,0,0
"2821",2.75,1962,0,0
"2822",7,1962,0,0
"2823",1,1963,510402,540525
"2824",2,1963,1201505,1213272
"2825",1.5,1963,747994,771658
"2826",1.33333333333333,1963,165763,181146
"2827",0.5,1963,9184,9466
"2828",0.75,1963,4314,4789
"2829",0.666666666666667,1963,34920,37657
"2830",1.25,1963,23376,25407
"2831",1.66666666666667,1963,201672,211120
"2832",2.5,1963,334592,335388
"2833",3,1963,448481,446100
"2834",5,1963,28949,28912
"2835",4,1963,93147,90984
"2836",2.66666666666667,1963,18435,18487
"2837",2.33333333333333,1963,3213,3515
"2838",0.333333333333333,1963,282,333
"2839",0.6,1963,20,16
"2840",1.75,1963,55,82
"2841",3.5,1963,348,346
"2842",1.2,1963,5,15
"2843",0.8,1963,38,0
"2844",1.6,1963,0,53
"2845",0,1963,0,0
"2846",1.4,1963,0,14
"2847",6,1963,0,0
"2848",2.25,1963,0,0
"2849",1.16666666666667,1963,0,0
"2850",3.33333333333333,1963,0,0
"2851",1.8,1963,0,0
"2852",0.833333333333333,1963,0,0
"2853",0.857142857142857,1963,0,0
"2854",4.5,1963,0,0
"2855",2.75,1963,0,0
"2856",7,1963,0,0
"2857",1,1964,505239,535825
"2858",2,1964,1167288,1179032
"2859",1.5,1964,719868,744265
"2860",1.33333333333333,1964,163254,179155
"2861",0.5,1964,9327,9640
"2862",0.75,1964,4510,5079
"2863",0.666666666666667,1964,34549,37267
"2864",1.25,1964,23212,25456
"2865",1.66666666666667,1964,204803,214480
"2866",2.5,1964,334625,335583
"2867",3,1964,447711,445356
"2868",5,1964,27824,27813
"2869",4,1964,88369,86518
"2870",2.66666666666667,1964,19734,19762
"2871",2.33333333333333,1964,2904,3118
"2872",0.333333333333333,1964,267,310
"2873",0.6,1964,16,24
"2874",1.75,1964,46,114
"2875",3.5,1964,356,342
"2876",1.2,1964,0,11
"2877",0.8,1964,45,0
"2878",1.6,1964,0,45
"2879",0,1964,0,0
"2880",1.4,1964,7,14
"2881",6,1964,0,23
"2882",2.25,1964,0,0
"2883",1.16666666666667,1964,0,0
"2884",3.33333333333333,1964,0,0
"2885",1.8,1964,0,0
"2886",0.833333333333333,1964,0,0
"2887",0.857142857142857,1964,0,0
"2888",4.5,1964,0,0
"2889",2.75,1964,0,0
"2890",7,1964,0,0
"2891",1,1965,484940,513249
"2892",2,1965,1085305,1095253
"2893",1.5,1965,656874,678773
"2894",1.33333333333333,1965,155985,170863
"2895",0.5,1965,9848,10106
"2896",0.75,1965,4448,5005
"2897",0.666666666666667,1965,31548,34180
"2898",1.25,1965,22233,24134
"2899",1.66666666666667,1965,198379,208221
"2900",2.5,1965,315993,317147
"2901",3,1965,402853,401216
"2902",5,1965,25337,25296
"2903",4,1965,79385,77950
"2904",2.66666666666667,1965,24755,24769
"2905",2.33333333333333,1965,2670,2918
"2906",0.333333333333333,1965,266,308
"2907",0.6,1965,11,20
"2908",1.75,1965,55,66
"2909",3.5,1965,339,301
"2910",1.2,1965,10,22
"2911",0.8,1965,39,0
"2912",1.6,1965,0,35
"2913",0,1965,0,0
"2914",1.4,1965,10,18
"2915",6,1965,0,8
"2916",2.25,1965,0,6
"2917",1.16666666666667,1965,0,0
"2918",3.33333333333333,1965,0,0
"2919",1.8,1965,0,0
"2920",0.833333333333333,1965,0,0
"2921",0.857142857142857,1965,0,0
"2922",4.5,1965,0,0
"2923",2.75,1965,0,0
"2924",7,1965,0,0
"2925",1,1966,470054,497658
"2926",2,1966,1031940,1041726
"2927",1.5,1966,610963,631677
"2928",1.33333333333333,1966,148949,164892
"2929",0.5,1966,9590,9883
"2930",0.75,1966,4684,5186
"2931",0.666666666666667,1966,30749,33280
"2932",1.25,1966,21680,23567
"2933",1.66666666666667,1966,194799,204631
"2934",2.5,1966,315092,316298
"2935",3,1966,381998,380461
"2936",5,1966,23865,23816
"2937",4,1966,77483,76231
"2938",2.66666666666667,1966,28033,28041
"2939",2.33333333333333,1966,2346,2613
"2940",0.333333333333333,1966,273,303
"2941",0.6,1966,27,15
"2942",1.75,1966,55,79
"2943",3.5,1966,303,294
"2944",1.2,1966,6,13
"2945",0.8,1966,36,0
"2946",1.6,1966,0,39
"2947",0,1966,0,0
"2948",1.4,1966,11,6
"2949",6,1966,0,15
"2950",2.25,1966,0,0
"2951",1.16666666666667,1966,0,0
"2952",3.33333333333333,1966,0,0
"2953",1.8,1966,0,0
"2954",0.833333333333333,1966,0,0
"2955",0.857142857142857,1966,0,0
"2956",4.5,1966,0,0
"2957",2.75,1966,0,0
"2958",7,1966,0,0
"2959",1,1967,466546,494526
"2960",2,1967,997589,1007211
"2961",1.5,1967,585958,606542
"2962",1.33333333333333,1967,148326,165627
"2963",0.5,1967,9702,10026
"2964",0.75,1967,4859,5390
"2965",0.666666666666667,1967,31275,33842
"2966",1.25,1967,22159,23865
"2967",1.66666666666667,1967,192125,202266
"2968",2.5,1967,312617,314168
"2969",3,1967,368538,367016
"2970",5,1967,22856,22796
"2971",4,1967,75375,74269
"2972",2.66666666666667,1967,29603,29609
"2973",2.33333333333333,1967,2257,2492
"2974",0.333333333333333,1967,276,329
"2975",0.6,1967,24,20
"2976",1.75,1967,50,92
"2977",3.5,1967,311,268
"2978",1.2,1967,14,23
"2979",0.8,1967,46,0
"2980",1.6,1967,0,32
"2981",0,1967,0,0
"2982",1.4,1967,16,0
"2983",6,1967,0,0
"2984",2.25,1967,0,0
"2985",1.16666666666667,1967,0,0
"2986",3.33333333333333,1967,0,0
"2987",1.8,1967,0,0
"2988",0.833333333333333,1967,0,0
"2989",0.857142857142857,1967,0,0
"2990",4.5,1967,0,0
"2991",2.75,1967,0,0
"2992",7,1967,0,0
"2993",1,1968,468464,497065
"2994",2,1968,983163,993698
"2995",1.5,1968,567801,589029
"2996",1.33333333333333,1968,147641,166514
"2997",0.5,1968,9566,9863
"2998",0.75,1968,5230,5748
"2999",0.666666666666667,1968,31063,33535
"3000",1.25,1968,21504,23249
"3001",1.66666666666667,1968,196832,207371
"3002",2.5,1968,317415,319120
"3003",3,1968,366689,364656
"3004",5,1968,23032,23004
"3005",4,1968,76032,74891
"3006",2.66666666666667,1968,31667,31634
"3007",2.33333333333333,1968,2124,2363
"3008",0.333333333333333,1968,260,285
"3009",0.6,1968,18,19
"3010",1.75,1968,67,90
"3011",3.5,1968,356,326
"3012",1.2,1968,8,26
"3013",0.8,1968,38,0
"3014",1.6,1968,0,19
"3015",0,1968,0,0
"3016",1.4,1968,22,13
"3017",6,1968,0,0
"3018",2.25,1968,0,0
"3019",1.16666666666667,1968,0,0
"3020",3.33333333333333,1968,0,0
"3021",1.8,1968,0,0
"3022",0.833333333333333,1968,0,0
"3023",0.857142857142857,1968,0,0
"3024",4.5,1968,0,0
"3025",2.75,1968,0,0
"3026",7,1968,0,0
"3027",1,1969,486599,516305
"3028",2,1969,994726,1005330
"3029",1.5,1969,588468,610796
"3030",1.33333333333333,1969,153838,173967
"3031",0.5,1969,10272,10603
"3032",0.75,1969,6029,6543
"3033",0.666666666666667,1969,33128,35896
"3034",1.25,1969,22569,24185
"3035",1.66666666666667,1969,204600,216178
"3036",2.5,1969,327462,329338
"3037",3,1969,367093,365325
"3038",5,1969,23464,23426
"3039",4,1969,80470,79290
"3040",2.66666666666667,1969,35954,35935
"3041",2.33333333333333,1969,2120,2428
"3042",0.333333333333333,1969,282,301
"3043",0.6,1969,21,33
"3044",1.75,1969,86,76
"3045",3.5,1969,410,392
"3046",1.2,1969,7,37
"3047",0.8,1969,48,0
"3048",1.6,1969,0,18
"3049",0,1969,0,0
"3050",1.4,1969,15,7
"3051",6,1969,0,12
"3052",2.25,1969,0,0
"3053",1.16666666666667,1969,0,0
"3054",3.33333333333333,1969,0,0
"3055",1.8,1969,0,0
"3056",0.833333333333333,1969,0,0
"3057",0.857142857142857,1969,0,0
"3058",4.5,1969,0,0
"3059",2.75,1969,0,0
"3060",7,1969,0,0
"3061",1,1970,506426,538227
"3062",2,1970,1010622,1021379
"3063",1.5,1970,609816,632867
"3064",1.33333333333333,1970,161899,184693
"3065",0.5,1970,11410,11843
"3066",0.75,1970,6530,7077
"3067",0.666666666666667,1970,36795,39721
"3068",1.25,1970,23182,25073
"3069",1.66666666666667,1970,221249,233764
"3070",2.5,1970,338074,340129
"3071",3,1970,377492,375471
"3072",5,1970,24101,24100
"3073",4,1970,84310,82987
"3074",2.66666666666667,1970,42103,42049
"3075",2.33333333333333,1970,2400,2568
"3076",0.333333333333333,1970,286,312
"3077",0.6,1970,16,31
"3078",1.75,1970,82,116
"3079",3.5,1970,481,438
"3080",1.2,1970,10,33
"3081",0.8,1970,59,0
"3082",1.6,1970,0,34
"3083",0,1970,0,0
"3084",1.4,1970,19,6
"3085",6,1970,0,0
"3086",2.25,1970,0,7
"3087",1.16666666666667,1970,0,0
"3088",3.33333333333333,1970,0,0
"3089",1.8,1970,0,0
"3090",0.833333333333333,1970,0,0
"3091",0.857142857142857,1970,0,0
"3092",4.5,1970,0,0
"3093",2.75,1970,0,0
"3094",7,1970,0,0
"3095",1,1971,490967,522822
"3096",2,1971,929341,939762
"3097",1.5,1971,580600,603620
"3098",1.33333333333333,1971,163337,186892
"3099",0.5,1971,12026,12481
"3100",0.75,1971,6937,7672
"3101",0.666666666666667,1971,36678,39986
"3102",1.25,1971,21663,23503
"3103",1.66666666666667,1971,223124,235611
"3104",2.5,1971,315841,317537
"3105",3,1971,342898,340713
"3106",5,1971,21354,21316
"3107",4,1971,84214,83010
"3108",2.66666666666667,1971,48628,48585
"3109",2.33333333333333,1971,2442,2501
"3110",0.333333333333333,1971,284,318
"3111",0.6,1971,19,26
"3112",1.75,1971,90,95
"3113",3.5,1971,521,528
"3114",1.2,1971,6,22
"3115",0.8,1971,54,0
"3116",1.6,1971,0,35
"3117",0,1971,0,0
"3118",1.4,1971,23,11
"3119",6,1971,6,5
"3120",2.25,1971,0,0
"3121",1.16666666666667,1971,0,0
"3122",3.33333333333333,1971,0,0
"3123",1.8,1971,0,0
"3124",0.833333333333333,1971,0,0
"3125",0.857142857142857,1971,0,0
"3126",4.5,1971,0,0
"3127",2.75,1971,0,0
"3128",7,1971,0,0
"3129",1,1972,456121,486186
"3130",2,1972,825731,834778
"3131",1.5,1972,546069,566025
"3132",1.33333333333333,1972,154685,178316
"3133",0.5,1972,11872,12411
"3134",0.75,1972,7077,7576
"3135",0.666666666666667,1972,33924,37051
"3136",1.25,1972,20261,21887
"3137",1.66666666666667,1972,217949,230123
"3138",2.5,1972,282162,283770
"3139",3,1972,299426,297273
"3140",5,1972,18289,18296
"3141",4,1972,69850,68714
"3142",2.66666666666667,1972,52619,52505
"3143",2.33333333333333,1972,2459,2409
"3144",0.333333333333333,1972,254,274
"3145",0.6,1972,20,20
"3146",1.75,1972,88,97
"3147",3.5,1972,553,533
"3148",1.2,1972,9,33
"3149",0.8,1972,53,5
"3150",1.6,1972,0,26
"3151",0,1972,0,0
"3152",1.4,1972,15,5
"3153",6,1972,6,15
"3154",2.25,1972,0,6
"3155",1.16666666666667,1972,0,0
"3156",3.33333333333333,1972,0,0
"3157",1.8,1972,0,0
"3158",0.833333333333333,1972,0,0
"3159",0.857142857142857,1972,0,0
"3160",4.5,1972,0,0
"3161",2.75,1972,0,0
"3162",7,1972,0,0
"3163",1,1973,443225,473683
"3164",2,1973,774722,782866
"3165",1.5,1973,532416,551464
"3166",1.33333333333333,1973,157597,182006
"3167",0.5,1973,12518,13134
"3168",0.75,1973,7067,7956
"3169",0.666666666666667,1973,34484,37681
"3170",1.25,1973,20994,22464
"3171",1.66666666666667,1973,213660,225804
"3172",2.5,1973,268269,269481
"3173",3,1973,275832,273804
"3174",5,1973,16997,17001
"3175",4,1973,62321,61324
"3176",2.66666666666667,1973,48736,48652
"3177",2.33333333333333,1973,2670,2600
"3178",0.333333333333333,1973,294,318
"3179",0.6,1973,26,27
"3180",1.75,1973,90,129
"3181",3.5,1973,602,628
"3182",1.2,1973,11,41
"3183",0.8,1973,64,15
"3184",1.6,1973,0,26
"3185",0,1973,0,0
"3186",1.4,1973,20,0
"3187",6,1973,0,0
"3188",2.25,1973,0,0
"3189",1.16666666666667,1973,0,0
"3190",3.33333333333333,1973,0,0
"3191",1.8,1973,0,0
"3192",0.833333333333333,1973,0,0
"3193",0.857142857142857,1973,0,0
"3194",4.5,1973,0,0
"3195",2.75,1973,0,0
"3196",7,1973,0,0
"3197",1,1974,457587,489087
"3198",2,1974,765715,773715
"3199",1.5,1974,543293,561614
"3200",1.33333333333333,1974,166743,192653
"3201",0.5,1974,12714,13188
"3202",0.75,1974,7590,8415
"3203",0.666666666666667,1974,35707,39174
"3204",1.25,1974,21217,22756
"3205",1.66666666666667,1974,215834,227708
"3206",2.5,1974,269669,271297
"3207",3,1974,266643,264770
"3208",5,1974,16407,16433
"3209",4,1974,59214,58399
"3210",2.66666666666667,1974,49076,48937
"3211",2.33333333333333,1974,3066,2929
"3212",0.333333333333333,1974,265,297
"3213",0.6,1974,25,35
"3214",1.75,1974,93,104
"3215",3.5,1974,684,699
"3216",1.2,1974,12,37
"3217",0.8,1974,65,10
"3218",1.6,1974,0,34
"3219",0,1974,5,5
"3220",1.4,1974,9,11
"3221",6,1974,0,0
"3222",2.25,1974,0,8
"3223",1.16666666666667,1974,0,0
"3224",3.33333333333333,1974,0,0
"3225",1.8,1974,0,0
"3226",0.833333333333333,1974,0,0
"3227",0.857142857142857,1974,0,0
"3228",4.5,1974,0,0
"3229",2.75,1974,0,0
"3230",7,1974,0,0
"3231",1,1975,469856,503473
"3232",2,1975,755669,763331
"3233",1.5,1975,533724,552010
"3234",1.33333333333333,1975,171129,197894
"3235",0.5,1975,13760,14292
"3236",0.75,1975,8135,8752
"3237",0.666666666666667,1975,35561,39338
"3238",1.25,1975,21959,23311
"3239",1.66666666666667,1975,213334,225043
"3240",2.5,1975,263965,265513
"3241",3,1975,254852,253027
"3242",5,1975,15790,15876
"3243",4,1975,57090,56361
"3244",2.66666666666667,1975,47071,46966
"3245",2.33333333333333,1975,2886,2826
"3246",0.333333333333333,1975,292,340
"3247",0.6,1975,26,34
"3248",1.75,1975,82,72
"3249",3.5,1975,643,634
"3250",1.2,1975,21,39
"3251",0.8,1975,53,6
"3252",1.6,1975,0,42
"3253",0,1975,0,0
"3254",1.4,1975,19,8
"3255",6,1975,0,0
"3256",2.25,1975,0,12
"3257",1.16666666666667,1975,0,0
"3258",3.33333333333333,1975,0,0
"3259",1.8,1975,0,0
"3260",0.833333333333333,1975,0,0
"3261",0.857142857142857,1975,0,0
"3262",4.5,1975,0,0
"3263",2.75,1975,0,0
"3264",7,1975,0,0
"3265",1,1976,494454,528507
"3266",2,1976,740311,747590
"3267",1.5,1976,535471,552489
"3268",1.33333333333333,1976,185401,213540
"3269",0.5,1976,14271,14853
"3270",0.75,1976,8682,9323
"3271",0.666666666666667,1976,35343,38962
"3272",1.25,1976,23337,24395
"3273",1.66666666666667,1976,218318,230371
"3274",2.5,1976,261122,262697
"3275",3,1976,243763,242129
"3276",5,1976,15039,15202
"3277",4,1976,52843,52164
"3278",2.66666666666667,1976,45666,45533
"3279",2.33333333333333,1976,3191,3141
"3280",0.333333333333333,1976,294,316
"3281",0.6,1976,29,31
"3282",1.75,1976,94,92
"3283",3.5,1976,700,752
"3284",1.2,1976,28,38
"3285",0.8,1976,67,21
"3286",1.6,1976,0,38
"3287",0,1976,0,0
"3288",1.4,1976,19,23
"3289",6,1976,0,15
"3290",2.25,1976,0,7
"3291",1.16666666666667,1976,0,0
"3292",3.33333333333333,1976,0,0
"3293",1.8,1976,0,0
"3294",0.833333333333333,1976,0,0
"3295",0.857142857142857,1976,0,0
"3296",4.5,1976,0,0
"3297",2.75,1976,0,0
"3298",7,1976,0,0
"3299",1,1977,508339,544753
"3300",2,1977,765788,774341
"3301",1.5,1977,571163,589580
"3302",1.33333333333333,1977,202604,233416
"3303",0.5,1977,14875,15571
"3304",0.75,1977,8509,9192
"3305",0.666666666666667,1977,38400,42472
"3306",1.25,1977,26641,27549
"3307",1.66666666666667,1977,226864,240159
"3308",2.5,1977,273146,275257
"3309",3,1977,251085,250026
"3310",5,1977,15805,15906
"3311",4,1977,51705,51113
"3312",2.66666666666667,1977,47233,47095
"3313",2.33333333333333,1977,3976,3811
"3314",0.333333333333333,1977,260,303
"3315",0.6,1977,30,30
"3316",1.75,1977,85,89
"3317",3.5,1977,741,829
"3318",1.2,1977,18,54
"3319",0.8,1977,75,0
"3320",1.6,1977,0,43
"3321",0,1977,0,0
"3322",1.4,1977,12,11
"3323",6,1977,5,0
"3324",2.25,1977,0,12
"3325",1.16666666666667,1977,0,0
"3326",3.33333333333333,1977,0,0
"3327",1.8,1977,0,0
"3328",0.833333333333333,1977,0,0
"3329",0.857142857142857,1977,0,0
"3330",4.5,1977,0,0
"3331",2.75,1977,0,0
"3332",7,1977,0,0
"3333",1,1978,503930,539991
"3334",2,1978,751810,759678
"3335",1.5,1978,565206,582289
"3336",1.33333333333333,1978,203917,235522
"3337",0.5,1978,15222,15850
"3338",0.75,1978,8763,9483
"3339",0.666666666666667,1978,39554,43861
"3340",1.25,1978,27134,27998
"3341",1.66666666666667,1978,240520,253861
"3342",2.5,1978,276618,279366
"3343",3,1978,253478,252873
"3344",5,1978,15851,15945
"3345",4,1978,48929,48225
"3346",2.66666666666667,1978,47748,47636
"3347",2.33333333333333,1978,4230,3943
"3348",0.333333333333333,1978,255,291
"3349",0.6,1978,23,31
"3350",1.75,1978,78,94
"3351",3.5,1978,939,978
"3352",1.2,1978,0,34
"3353",0.8,1978,62,18
"3354",1.6,1978,0,41
"3355",0,1978,0,0
"3356",1.4,1978,7,11
"3357",6,1978,0,10
"3358",2.25,1978,0,14
"3359",1.16666666666667,1978,0,0
"3360",3.33333333333333,1978,0,0
"3361",1.8,1978,6,0
"3362",0.833333333333333,1978,0,0
"3363",0.857142857142857,1978,0,0
"3364",4.5,1978,0,0
"3365",2.75,1978,5,0
"3366",7,1978,0,0
"3367",1,1979,542059,579275
"3368",2,1979,779791,788038
"3369",1.5,1979,586479,604799
"3370",1.33333333333333,1979,219662,253179
"3371",0.5,1979,15720,16422
"3372",0.75,1979,9643,10377
"3373",0.666666666666667,1979,43447,47992
"3374",1.25,1979,29266,30110
"3375",1.66666666666667,1979,255068,269475
"3376",2.5,1979,286657,289714
"3377",3,1979,256088,255285
"3378",5,1979,15971,16075
"3379",4,1979,50086,49444
"3380",2.66666666666667,1979,51213,51129
"3381",2.33333333333333,1979,3963,3907
"3382",0.333333333333333,1979,272,349
"3383",0.6,1979,24,32
"3384",1.75,1979,81,94
"3385",3.5,1979,949,1051
"3386",1.2,1979,12,67
"3387",0.8,1979,86,31
"3388",1.6,1979,0,38
"3389",0,1979,7,7
"3390",1.4,1979,12,7
"3391",6,1979,0,5
"3392",2.25,1979,0,11
"3393",1.16666666666667,1979,0,0
"3394",3.33333333333333,1979,0,0
"3395",1.8,1979,0,0
"3396",0.833333333333333,1979,0,0
"3397",0.857142857142857,1979,0,0
"3398",4.5,1979,0,0
"3399",2.75,1979,5,0
"3400",7,1979,0,0
"3401",1,1980,566397,604696
"3402",2,1980,803282,810961
"3403",1.5,1980,607052,625061
"3404",1.33333333333333,1980,228277,262127
"3405",0.5,1980,16712,17551
"3406",0.75,1980,10360,11002
"3407",0.666666666666667,1980,45406,50092
"3408",1.25,1980,31559,32385
"3409",1.66666666666667,1980,274562,288424
"3410",2.5,1980,301108,303589
"3411",3,1980,256894,255768
"3412",5,1980,16143,16200
"3413",4,1980,49266,48531
"3414",2.66666666666667,1980,49598,49538
"3415",2.33333333333333,1980,3496,3514
"3416",0.333333333333333,1980,297,348
"3417",0.6,1980,17,42
"3418",1.75,1980,114,114
"3419",3.5,1980,908,1062
"3420",1.2,1980,7,57
"3421",0.8,1980,74,6
"3422",1.6,1980,0,40
"3423",0,1980,11,16
"3424",1.4,1980,19,7
"3425",6,1980,0,14
"3426",2.25,1980,0,7
"3427",1.16666666666667,1980,0,5
"3428",3.33333333333333,1980,0,0
"3429",1.8,1980,5,0
"3430",0.833333333333333,1980,0,0
"3431",0.857142857142857,1980,0,0
"3432",4.5,1980,0,0
"3433",2.75,1980,12,0
"3434",7,1980,0,0
"3435",1,1981,568856,606302
"3436",2,1981,793199,800529
"3437",1.5,1981,605028,622646
"3438",1.33333333333333,1981,235153,268349
"3439",0.5,1981,16687,17442
"3440",0.75,1981,10588,11249
"3441",0.666666666666667,1981,46862,51767
"3442",1.25,1981,33715,34638
"3443",1.66666666666667,1981,280645,293865
"3444",2.5,1981,316184,318788
"3445",3,1981,253066,252729
"3446",5,1981,15599,15637
"3447",4,1981,47561,46789
"3448",2.66666666666667,1981,50760,50620
"3449",2.33333333333333,1981,3506,3457
"3450",0.333333333333333,1981,286,329
"3451",0.6,1981,12,39
"3452",1.75,1981,119,97
"3453",3.5,1981,990,1080
"3454",1.2,1981,18,81
"3455",0.8,1981,66,25
"3456",1.6,1981,0,55
"3457",0,1981,16,16
"3458",1.4,1981,14,11
"3459",6,1981,0,18
"3460",2.25,1981,0,18
"3461",1.16666666666667,1981,0,5
"3462",3.33333333333333,1981,0,5
"3463",1.8,1981,7,0
"3464",0.833333333333333,1981,0,0
"3465",0.857142857142857,1981,0,0
"3466",4.5,1981,0,0
"3467",2.75,1981,5,0
"3468",7,1981,0,0
"3469",1,1982,562029,599276
"3470",2,1982,806237,813907
