"","ratio","year","M","F"
"1786",1.75,1932,34,19
"1787",3.5,1932,299,150
"1788",1.2,1932,17,22
"1789",0.8,1932,37,0
"1790",1.6,1932,0,0
"1791",0,1932,0,0
"1792",1.4,1932,0,0
"1793",6,1932,0,0
"1794",2.25,1932,0,0
"1795",1.16666666666667,1932,0,0
"1796",3.33333333333333,1932,0,0
"1797",1.8,1932,0,0
"1798",0.833333333333333,1932,0,0
"1799",0.857142857142857,1932,0,0
"1800",4.5,1932,0,0
"1801",2.75,1932,0,0
"1802",7,1932,0,0
"1803",1,1933,223970,239266
"1804",2,1933,630437,630295
"1805",1.5,1933,354099,360719
"1806",1.33333333333333,1933,123269,129975
"1807",0.5,1933,14836,15545
"1808",0.75,1933,2012,2493
"1809",0.666666666666667,1933,12410,14213
"1810",1.25,1933,12681,14055
"1811",1.66666666666667,1933,100137,104533
"1812",2.5,1933,167461,164706
"1813",3,1933,232793,231028
"1814",5,1933,30771,30720
"1815",4,1933,30521,29957
"1816",2.66666666666667,1933,208,213
"1817",2.33333333333333,1933,1647,1608
"1818",0.333333333333333,1933,311,575
"1819",0.6,1933,12,19
"1820",1.75,1933,31,18
"1821",3.5,1933,298,181
"1822",1.2,1933,11,11
"1823",0.8,1933,33,0
"1824",1.6,1933,0,0
"1825",0,1933,0,0
"1826",1.4,1933,0,0
"1827",6,1933,0,0
"1828",2.25,1933,0,0
"1829",1.16666666666667,1933,0,0
"1830",3.33333333333333,1933,0,0
"1831",1.8,1933,0,0
"1832",0.833333333333333,1933,0,0
"1833",0.857142857142857,1933,0,0
"1834",4.5,1933,0,0
"1835",2.75,1933,0,0
"1836",7,1933,0,0
"1837",1,1934,225345,240543
"1838",2,1934,660485,660732
"1839",1.5,1934,370450,377782
"1840",1.33333333333333,1934,128908,135987
"1841",0.5,1934,14807,15490
"1842",0.75,1934,1923,2448
"1843",0.666666666666667,1934,12352,14128
"1844",1.25,1934,12930,14363
"1845",1.66666666666667,1934,102378,106797
"1846",2.5,1934,180773,177914
"1847",3,1934,238674,236798
"1848",5,1934,31453,31405
"1849",4,1934,30771,30182
"1850",2.66666666666667,1934,271,279
"1851",2.33333333333333,1934,1671,1653
"1852",0.333333333333333,1934,276,536
"1853",0.6,1934,7,16
"1854",1.75,1934,39,32
"1855",3.5,1934,258,157
"1856",1.2,1934,18,11
"1857",0.8,1934,64,0
"1858",1.6,1934,0,0
"1859",0,1934,0,0
"1860",1.4,1934,5,0
"1861",6,1934,0,0
"1862",2.25,1934,0,0
"1863",1.16666666666667,1934,0,0
"1864",3.33333333333333,1934,0,0
"1865",1.8,1934,0,0
"1866",0.833333333333333,1934,0,0
"1867",0.857142857142857,1934,0,0
"1868",4.5,1934,0,0
"1869",2.75,1934,0,0
"1870",7,1934,0,0
"1871",1,1935,218075,232853
"1872",2,1935,668411,668737
"1873",1.5,1935,367608,374507
"1874",1.33333333333333,1935,130692,137421
"1875",0.5,1935,13974,14531
"1876",0.75,1935,1918,2443
"1877",0.666666666666667,1935,12212,13942
"1878",1.25,1935,12672,14069
"1879",1.66666666666667,1935,100803,105229
"1880",2.5,1935,200247,197532
"1881",3,1935,237170,235236
"1882",5,1935,31639,31604
"1883",4,1935,30414,29814
"1884",2.66666666666667,1935,269,279
"1885",2.33333333333333,1935,1712,1709
"1886",0.333333333333333,1935,271,574
"1887",0.6,1935,6,17
"1888",1.75,1935,36,38
"1889",3.5,1935,282,187
"1890",1.2,1935,20,18
"1891",0.8,1935,30,0
"1892",1.6,1935,0,0
"1893",0,1935,0,0
"1894",1.4,1935,0,0
"1895",6,1935,0,0
"1896",2.25,1935,0,0
"1897",1.16666666666667,1935,0,0
"1898",3.33333333333333,1935,0,0
"1899",1.8,1935,0,0
"1900",0.833333333333333,1935,0,0
"1901",0.857142857142857,1935,0,0
"1902",4.5,1935,0,0
"1903",2.75,1935,0,0
"1904",7,1935,0,0
"1905",1,1936,210456,224542
"1906",2,1936,674994,675741
"1907",1.5,1936,370182,376842
"1908",1.33333333333333,1936,130495,137353
"1909",0.5,1936,13039,13512
"1910",0.75,1936,1905,2394
"1911",0.666666666666667,1936,12160,13917
"1912",1.25,1936,12355,13670
"1913",1.66666666666667,1936,101137,105701
"1914",2.5,1936,192330,190026
"1915",3,1936,236115,234424
"1916",5,1936,30522,30467
"1917",4,1936,29596,29014
"1918",2.66666666666667,1936,277,277
"1919",2.33333333333333,1936,1585,1620
"1920",0.333333333333333,1936,268,520
"1921",0.6,1936,8,14
"1922",1.75,1936,33,36
"1923",3.5,1936,234,142
"1924",1.2,1936,18,10
"1925",0.8,1936,27,0
"1926",1.6,1936,0,0
"1927",0,1936,0,0
"1928",1.4,1936,0,0
"1929",6,1936,0,0
"1930",2.25,1936,0,0
"1931",1.16666666666667,1936,0,0
"1932",3.33333333333333,1936,0,0
"1933",1.8,1936,0,0
"1934",0.833333333333333,1936,0,0
"1935",0.857142857142857,1936,0,0
"1936",4.5,1936,0,0
"1937",2.75,1936,0,0
"1938",7,1936,0,0
"1939",1,1937,213922,228367
"1940",2,1937,696979,698359
"1941",1.5,1937,388825,395814
"1942",1.33333333333333,1937,135347,142354
"1943",0.5,1937,13128,13643
"1944",0.75,1937,1955,2433
"1945",0.666666666666667,1937,13008,14537
"1946",1.25,1937,12899,14339
"1947",1.66666666666667,1937,101922,106605
"1948",2.5,1937,186962,184652
"1949",3,1937,239579,237988
"1950",5,1937,31894,31857
"1951",4,1937,30108,29423
"1952",2.66666666666667,1937,294,307
"1953",2.33333333333333,1937,1757,1758
"1954",0.333333333333333,1937,208,424
"1955",0.6,1937,14,8
"1956",1.75,1937,27,41
"1957",3.5,1937,241,142
"1958",1.2,1937,18,13
"1959",0.8,1937,41,0
"1960",1.6,1937,0,12
"1961",0,1937,0,0
"1962",1.4,1937,0,0
"1963",6,1937,0,0
"1964",2.25,1937,0,0
"1965",1.16666666666667,1937,0,0
"1966",3.33333333333333,1937,0,0
"1967",1.8,1937,0,0
"1968",0.833333333333333,1937,0,0
"1969",0.857142857142857,1937,0,0
"1970",4.5,1937,0,0
"1971",2.75,1937,0,0
"1972",7,1937,0,0
"1973",1,1938,217299,232288
"1974",2,1938,731647,732981
"1975",1.5,1938,411099,418344
"1976",1.33333333333333,1938,140271,147284
"1977",0.5,1938,12522,12996
"1978",0.75,1938,1939,2407
"1979",0.666666666666667,1938,13066,14725
"1980",1.25,1938,13291,14739
"1981",1.66666666666667,1938,105916,110778
"1982",2.5,1938,189000,186814
"1983",3,1938,247499,246029
"1984",5,1938,32522,32476
"1985",4,1938,30805,30237
"1986",2.66666666666667,1938,316,322
"1987",2.33333333333333,1938,1890,1897
"1988",0.333333333333333,1938,215,456
"1989",0.6,1938,5,12
"1990",1.75,1938,37,54
"1991",3.5,1938,222,120
"1992",1.2,1938,18,18
"1993",0.8,1938,30,0
"1994",1.6,1938,0,0
"1995",0,1938,0,0
"1996",1.4,1938,0,0
"1997",6,1938,0,0
"1998",2.25,1938,0,0
"1999",1.16666666666667,1938,0,0
"2000",3.33333333333333,1938,0,0
"2001",1.8,1938,0,0
"2002",0.833333333333333,1938,0,0
"2003",0.857142857142857,1938,0,0
"2004",4.5,1938,0,0
"2005",2.75,1938,0,0
"2006",7,1938,0,0
"2007",1,1939,210418,224330
"2008",2,1939,736758,738621
"2009",1.5,1939,417156,423915
"2010",1.33333333333333,1939,136769,143805
"2011",0.5,1939,12051,12544
"2012",0.75,1939,1795,2290
"2013",0.666666666666667,1939,12759,14280
"2014",1.25,1939,13249,14668
"2015",1.66666666666667,1939,103905,108811
"2016",2.5,1939,185241,183254
"2017",3,1939,246964,245618
"2018",5,1939,32119,32081
"2019",4,1939,30340,29823
"2020",2.66666666666667,1939,364,374
"2021",2.33333333333333,1939,1829,1852
"2022",0.333333333333333,1939,237,410
"2023",0.6,1939,0,14
"2024",1.75,1939,38,32
"2025",3.5,1939,232,146
"2026",1.2,1939,16,10
"2027",0.8,1939,38,0
"2028",1.6,1939,0,5
"2029",0,1939,0,0
"2030",1.4,1939,0,0
"2031",6,1939,0,0
"2032",2.25,1939,0,0
"2033",1.16666666666667,1939,0,0
"2034",3.33333333333333,1939,0,0
"2035",1.8,1939,0,0
"2036",0.833333333333333,1939,0,0
"2037",0.857142857142857,1939,0,0
"2038",4.5,1939,0,0
"2039",2.75,1939,0,0
"2040",7,1939,0,0
"2041",1,1940,214650,228974
"2042",2,1940,775352,777909
"2043",1.5,1940,444495,451720
"2044",1.33333333333333,1940,139407,146513
"2045",0.5,1940,12072,12546
"2046",0.75,1940,1808,2322
"2047",0.666666666666667,1940,13497,14921
"2048",1.25,1940,13652,15176
"2049",1.66666666666667,1940,106096,111308
"2050",2.5,1940,191218,189308
"2051",3,1940,259424,258018
"2052",5,1940,33024,32968
"2053",4,1940,31808,31156
"2054",2.66666666666667,1940,511,519
"2055",2.33333333333333,1940,1883,1924
"2056",0.333333333333333,1940,165,348
"2057",0.6,1940,8,0
"2058",1.75,1940,52,38
"2059",3.5,1940,212,135
"2060",1.2,1940,18,18
"2061",0.8,1940,47,0
"2062",1.6,1940,0,6
"2063",0,1940,0,0
"2064",1.4,1940,0,0
"2065",6,1940,0,0
"2066",2.25,1940,0,0
"2067",1.16666666666667,1940,0,0
"2068",3.33333333333333,1940,0,0
"2069",1.8,1940,0,0
"2070",0.833333333333333,1940,0,0
"2071",0.857142857142857,1940,0,0
"2072",4.5,1940,0,0
"2073",2.75,1940,0,0
"2074",7,1940,0,0
"2075",1,1941,221317,235571
"2076",2,1941,823949,827260
"2077",1.5,1941,478631,486605
"2078",1.33333333333333,1941,148603,155816
"2079",0.5,1941,11819,12160
"2080",0.75,1941,1892,2418
"2081",0.666666666666667,1941,14072,15681
"2082",1.25,1941,14046,15456
"2083",1.66666666666667,1941,112795,118253
"2084",2.5,1941,200098,198199
"2085",3,1941,272997,271772
"2086",5,1941,34160,34112
"2087",4,1941,33421,32763
"2088",2.66666666666667,1941,626,639
"2089",2.33333333333333,1941,2003,2038
"2090",0.333333333333333,1941,179,359
"2091",0.6,1941,7,0
"2092",1.75,1941,43,60
"2093",3.5,1941,198,149
"2094",1.2,1941,13,13
"2095",0.8,1941,28,0
"2096",1.6,1941,0,13
"2097",0,1941,0,0
"2098",1.4,1941,0,10
"2099",6,1941,0,0
"2100",2.25,1941,0,0
"2101",1.16666666666667,1941,0,0
"2102",3.33333333333333,1941,0,0
"2103",1.8,1941,0,0
"2104",0.833333333333333,1941,0,0
"2105",0.857142857142857,1941,0,0
"2106",4.5,1941,0,0
"2107",2.75,1941,0,0
"2108",7,1941,0,0
"2109",1,1942,241580,256796
"2110",2,1942,928980,932448
"2111",1.5,1942,544830,554042
"2112",1.33333333333333,1942,161476,169358
"2113",0.5,1942,12444,12798
"2114",0.75,1942,1963,2377
"2115",0.666666666666667,1942,16273,18029
"2116",1.25,1942,15273,16934
"2117",1.66666666666667,1942,125969,132953
"2118",2.5,1942,224951,223261
"2119",3,1942,306768,305332
"2120",5,1942,37514,37463
"2121",4,1942,37768,37050
"2122",2.66666666666667,1942,829,845
"2123",2.33333333333333,1942,2065,2133
"2124",0.333333333333333,1942,221,372
"2125",0.6,1942,5,0
"2126",1.75,1942,46,67
"2127",3.5,1942,245,177
"2128",1.2,1942,7,12
"2129",0.8,1942,49,0
"2130",1.6,1942,0,19
"2131",0,1942,0,0
"2132",1.4,1942,0,0
"2133",6,1942,0,0
"2134",2.25,1942,0,0
"2135",1.16666666666667,1942,0,0
"2136",3.33333333333333,1942,0,0
"2137",1.8,1942,0,0
"2138",0.833333333333333,1942,0,0
"2139",0.857142857142857,1942,0,0
"2140",4.5,1942,0,0
"2141",2.75,1942,0,0
"2142",7,1942,0,0
"2143",1,1943,248880,264095
"2144",2,1943,961050,965360
"2145",1.5,1943,569932,579350
"2146",1.33333333333333,1943,159275,167141
"2147",0.5,1943,11812,12169
"2148",0.75,1943,2078,2494
"2149",0.666666666666667,1943,16808,18569
"2150",1.25,1943,15909,17601
"2151",1.66666666666667,1943,128407,135194
"2152",2.5,1943,235529,234092
"2153",3,1943,317618,316343
"2154",5,1943,38758,38716
"2155",4,1943,38847,38128
"2156",2.66666666666667,1943,904,922
"2157",2.33333333333333,1943,2202,2312
"2158",0.333333333333333,1943,201,329
"2159",0.6,1943,10,5
"2160",1.75,1943,42,66
"2161",3.5,1943,215,177
"2162",1.2,1943,5,5
"2163",0.8,1943,46,0
"2164",1.6,1943,0,0
"2165",0,1943,0,0
"2166",1.4,1943,6,6
"2167",6,1943,0,0
"2168",2.25,1943,0,0
"2169",1.16666666666667,1943,0,0
"2170",3.33333333333333,1943,0,0
"2171",1.8,1943,0,0
"2172",0.833333333333333,1943,0,0
"2173",0.857142857142857,1943,0,0
"2174",4.5,1943,0,0
"2175",2.75,1943,0,0
"2176",7,1943,0,0
"2177",1,1944,238839,252696
"2178",2,1944,908916,913249
"2179",1.5,1944,549414,558634
"2180",1.33333333333333,1944,147044,154587
"2181",0.5,1944,11096,11395
"2182",0.75,1944,2001,2245
"2183",0.666666666666667,1944,16703,18221
"2184",1.25,1944,15147,16648
"2185",1.66666666666667,1944,119826,126304
"2186",2.5,1944,230365,229468
"2187",3,1944,304067,302958
"2188",5,1944,36931,36911
"2189",4,1944,36732,36036
"2190",2.66666666666667,1944,1012,1023
"2191",2.33333333333333,1944,2253,2299
"2192",0.333333333333333,1944,186,291
"2193",0.6,1944,8,0
"2194",1.75,1944,30,82
"2195",3.5,1944,176,134
"2196",1.2,1944,21,14
"2197",0.8,1944,33,0
"2198",1.6,1944,0,20
"2199",0,1944,0,0
"2200",1.4,1944,0,10
"2201",6,1944,0,0
"2202",2.25,1944,0,0
"2203",1.16666666666667,1944,0,0
"2204",3.33333333333333,1944,0,0
"2205",1.8,1944,0,0
"2206",0.833333333333333,1944,0,0
"2207",0.857142857142857,1944,0,0
"2208",4.5,1944,0,0
"2209",2.75,1944,0,0
"2210",7,1944,0,0
"2211",1,1945,238581,252041
"2212",2,1945,891251,895487
"2213",1.5,1945,547190,557175
"2214",1.33333333333333,1945,142061,149007
"2215",0.5,1945,10502,10733
"2216",0.75,1945,2071,2355
"2217",0.666666666666667,1945,18327,19935
"2218",1.25,1945,14326,15708
"2219",1.66666666666667,1945,118763,124562
"2220",2.5,1945,228601,228421
"2221",3,1945,298329,297408
"2222",5,1945,34964,34943
"2223",4,1945,36039,35370
"2224",2.66666666666667,1945,1168,1174
"2225",2.33333333333333,1945,2203,2274
"2226",0.333333333333333,1945,188,320
"2227",0.6,1945,10,11
"2228",1.75,1945,34,75
"2229",3.5,1945,180,198
"2230",1.2,1945,23,15
"2231",0.8,1945,49,0
"2232",1.6,1945,0,6
"2233",0,1945,0,0
"2234",1.4,1945,0,0
"2235",6,1945,0,0
"2236",2.25,1945,0,0
"2237",1.16666666666667,1945,0,0
"2238",3.33333333333333,1945,0,0
"2239",1.8,1945,0,0
"2240",0.833333333333333,1945,0,0
"2241",0.857142857142857,1945,0,0
"2242",4.5,1945,0,0
"2243",2.75,1945,0,0
"2244",7,1945,0,0
"2245",1,1946,276775,292917
"2246",2,1946,1085144,1091228
"2247",1.5,1946,654252,666440
"2248",1.33333333333333,1946,170664,178951
"2249",0.5,1946,11216,11482
"2250",0.75,1946,2236,2611
"2251",0.666666666666667,1946,22219,24180
"2252",1.25,1946,16143,17771
"2253",1.66666666666667,1946,146246,153616
"2254",2.5,1946,280753,280256
"2255",3,1946,358080,356979
"2256",5,1946,40771,40762
"2257",4,1946,44488,43595
"2258",2.66666666666667,1946,1621,1638
"2259",2.33333333333333,1946,2790,2913
"2260",0.333333333333333,1946,214,316
"2261",0.6,1946,0,0
"2262",1.75,1946,33,81
"2263",3.5,1946,200,207
"2264",1.2,1946,21,20
"2265",0.8,1946,43,0
"2266",1.6,1946,0,0
"2267",0,1946,0,0
"2268",1.4,1946,0,6
"2269",6,1946,0,0
"2270",2.25,1946,0,0
"2271",1.16666666666667,1946,0,0
"2272",3.33333333333333,1946,0,0
"2273",1.8,1946,0,0
"2274",0.833333333333333,1946,0,0
"2275",0.857142857142857,1946,0,0
"2276",4.5,1946,0,0
"2277",2.75,1946,0,0
"2278",7,1946,0,0
"2279",1,1947,306371,323681
"2280",2,1947,1213722,1220501
"2281",1.5,1947,762096,776525
"2282",1.33333333333333,1947,189813,199366
"2283",0.5,1947,12214,12477
"2284",0.75,1947,2489,2796
"2285",0.666666666666667,1947,23899,26011
"2286",1.25,1947,18358,20075
"2287",1.66666666666667,1947,167339,175446
"2288",2.5,1947,310290,310369
"2289",3,1947,402800,401599
"2290",5,1947,43212,43205
"2291",4,1947,52054,51034
"2292",2.66666666666667,1947,2303,2331
"2293",2.33333333333333,1947,3258,3425
"2294",0.333333333333333,1947,222,324
"2295",0.6,1947,7,5
"2296",1.75,1947,33,99
"2297",3.5,1947,250,249
"2298",1.2,1947,30,21
"2299",0.8,1947,66,0
"2300",1.6,1947,0,16
"2301",0,1947,0,0
"2302",1.4,1947,0,7
"2303",6,1947,0,0
"2304",2.25,1947,0,0
"2305",1.16666666666667,1947,0,0
"2306",3.33333333333333,1947,0,0
"2307",1.8,1947,0,0
"2308",0.833333333333333,1947,0,0
"2309",0.857142857142857,1947,0,0
"2310",4.5,1947,0,0
"2311",2.75,1947,0,0
"2312",7,1947,0,0
"2313",1,1948,298792,315671
"2314",2,1948,1145734,1152420
"2315",1.5,1948,735098,749079
"2316",1.33333333333333,1948,186915,195908
"2317",0.5,1948,11706,11990
"2318",0.75,1948,2720,3124
"2319",0.666666666666667,1948,23546,25467
"2320",1.25,1948,18254,20035
"2321",1.66666666666667,1948,162722,170583
"2322",2.5,1948,300059,299898
"2323",3,1948,382070,380911
"2324",5,1948,41183,41162
"2325",4,1948,48725,47771
"2326",2.66666666666667,1948,3073,3112
"2327",2.33333333333333,1948,3334,3506
"2328",0.333333333333333,1948,201,318
"2329",0.6,1948,7,0
"2330",1.75,1948,42,73
"2331",3.5,1948,264,244
"2332",1.2,1948,13,13
"2333",0.8,1948,46,0
"2334",1.6,1948,0,7
"2335",0,1948,0,0
"2336",1.4,1948,0,10
"2337",6,1948,0,0
"2338",2.25,1948,0,0
"2339",1.16666666666667,1948,0,0
"2340",3.33333333333333,1948,0,0
"2341",1.8,1948,0,0
"2342",0.833333333333333,1948,0,0
"2343",0.857142857142857,1948,0,0
"2344",4.5,1948,0,0
"2345",2.75,1948,0,0
"2346",7,1948,0,0
"2347",1,1949,300041,317327
"2348",2,1949,1151136,1158037
"2349",1.5,1949,731471,745190
"2350",1.33333333333333,1949,192580,202137
"2351",0.5,1949,11546,11813
"2352",0.75,1949,2818,3219
"2353",0.666666666666667,1949,23596,25440
"2354",1.25,1949,18957,20695
"2355",1.66666666666667,1949,168019,175918
"2356",2.5,1949,311111,310471
"2357",3,1949,384194,383109
"2358",5,1949,42685,42655
"2359",4,1949,49752,48901
"2360",2.66666666666667,1949,4029,4055
"2361",2.33333333333333,1949,3637,3782
"2362",0.333333333333333,1949,241,346
"2363",0.6,1949,11,8
"2364",1.75,1949,35,64
"2365",3.5,1949,282,223
"2366",1.2,1949,16,16
"2367",0.8,1949,49,0
"2368",1.6,1949,0,5
"2369",0,1949,0,0
"2370",1.4,1949,5,6
"2371",6,1949,0,0
"2372",2.25,1949,0,0
"2373",1.16666666666667,1949,0,0
"2374",3.33333333333333,1949,0,0
"2375",1.8,1949,0,0
"2376",0.833333333333333,1949,0,0
"2377",0.857142857142857,1949,0,0
"2378",4.5,1949,0,0
"2379",2.75,1949,0,0
"2380",7,1949,0,0
"2381",1,1950,300617,317804
"2382",2,1950,1152549,1159752
"2383",1.5,1950,734264,748429
"2384",1.33333333333333,1950,202214,211867
"2385",0.5,1950,10935,11164
"2386",0.75,1950,2907,3334
"2387",0.666666666666667,1950,23323,25077
"2388",1.25,1950,19527,21247
"2389",1.66666666666667,1950,170052,178147
"2390",2.5,1950,311343,310668
"2391",3,1950,384807,383764
"2392",5,1950,41802,41760
"2393",4,1950,50390,49583
"2394",2.66666666666667,1950,4866,4905
"2395",2.33333333333333,1950,3951,4094
"2396",0.333333333333333,1950,246,347
"2397",0.6,1950,8,5
"2398",1.75,1950,39,73
"2399",3.5,1950,351,254
"2400",1.2,1950,20,14
"2401",0.8,1950,62,0
"2402",1.6,1950,0,13
"2403",0,1950,0,0
"2404",1.4,1950,0,8
"2405",6,1950,0,0
"2406",2.25,1950,0,0
"2407",1.16666666666667,1950,0,0
"2408",3.33333333333333,1950,0,0
"2409",1.8,1950,0,0
"2410",0.833333333333333,1950,0,0
"2411",0.857142857142857,1950,0,0
"2412",4.5,1950,0,0
"2413",2.75,1950,0,0
"2414",7,1950,0,0
"2415",1,1951,316126,333923
"2416",2,1951,1202554,1209997
"2417",1.5,1951,774600,789451
"2418",1.33333333333333,1951,226585,236129
"2419",0.5,1951,11005,11271
"2420",0.75,1951,2927,3291
"2421",0.666666666666667,1951,23965,25829
"2422",1.25,1951,20340,22146
"2423",1.66666666666667,1951,178686,187122
"2424",2.5,1951,324677,324046
"2425",3,1951,404074,402870
"2426",5,1951,42313,42302
"2427",4,1951,53547,52825
"2428",2.66666666666667,1951,5779,5824
"2429",2.33333333333333,1951,4084,4222
"2430",0.333333333333333,1951,248,362
"2431",0.6,1951,6,0
"2432",1.75,1951,43,63
"2433",3.5,1951,440,259
"2434",1.2,1951,17,10
"2435",0.8,1951,39,0
"2436",1.6,1951,0,15
"2437",0,1951,0,0
"2438",1.4,1951,0,13
"2439",6,1951,0,0
"2440",2.25,1951,0,0
"2441",1.16666666666667,1951,0,0
"2442",3.33333333333333,1951,0,0
"2443",1.8,1951,0,0
"2444",0.833333333333333,1951,0,0
"2445",0.857142857142857,1951,0,0
"2446",4.5,1951,0,0
"2447",2.75,1951,0,0
"2448",7,1951,0,0
"2449",1,1952,331643,350436
"2450",2,1952,1229954,1237851
"2451",1.5,1952,800257,816180
"2452",1.33333333333333,1952,233632,244057
"2453",0.5,1952,11000,11297
"2454",0.75,1952,3166,3555
"2455",0.666666666666667,1952,25053,26824
"2456",1.25,1952,21459,23328
"2457",1.66666666666667,1952,185722,194421
"2458",2.5,1952,333889,333055
"2459",3,1952,417924,416795
"2460",5,1952,42121,42118
"2461",4,1952,55276,54566
"2462",2.66666666666667,1952,6316,6354
"2463",2.33333333333333,1952,4224,4384
"2464",0.333333333333333,1952,262,373
"2465",0.6,1952,6,0
"2466",1.75,1952,45,71
"2467",3.5,1952,474,289
"2468",1.2,1952,12,18
"2469",0.8,1952,67,0
"2470",1.6,1952,0,17
"2471",0,1952,0,0
"2472",1.4,1952,0,5
"2473",6,1952,0,0
"2474",2.25,1952,0,0
"2475",1.16666666666667,1952,0,0
"2476",3.33333333333333,1952,0,0
"2477",1.8,1952,0,0
"2478",0.833333333333333,1952,0,0
"2479",0.857142857142857,1952,0,0
"2480",4.5,1952,0,0
"2481",2.75,1952,0,0
"2482",7,1952,0,0
"2483",1,1953,348689,368696
"2484",2,1953,1238310,1246264
"2485",1.5,1953,818499,835887
"2486",1.33333333333333,1953,236340,247060
"2487",0.5,1953,10797,11108
"2488",0.75,1953,3237,3527
"2489",0.666666666666667,1953,25861,27721
"2490",1.25,1953,21408,23191
"2491",1.66666666666667,1953,192287,201018
"2492",2.5,1953,334553,333738
"2493",3,1953,414527,413238
"2494",5,1953,42030,42000
"2495",4,1953,56372,55463
"2496",2.66666666666667,1953,6115,6132
"2497",2.33333333333333,1953,4453,4605
"2498",0.333333333333333,1953,258,338
"2499",0.6,1953,6,12
"2500",1.75,1953,64,92
"2501",3.5,1953,507,253
"2502",1.2,1953,14,14
"2503",0.8,1953,41,0
"2504",1.6,1953,0,5
"2505",0,1953,0,6
"2506",1.4,1953,0,0
"2507",6,1953,0,0
"2508",2.25,1953,0,0
"2509",1.16666666666667,1953,0,0
"2510",3.33333333333333,1953,0,0
"2511",1.8,1953,0,0
"2512",0.833333333333333,1953,0,0
"2513",0.857142857142857,1953,0,0
"2514",4.5,1953,0,0
"2515",2.75,1953,0,0
"2516",7,1953,0,0
"2517",1,1954,369074,390312
"2518",2,1954,1266118,1274403
"2519",1.5,1954,858323,877837
"2520",1.33333333333333,1954,237459,248951
"2521",0.5,1954,11170,11468
"2522",0.75,1954,3385,3677
"2523",0.666666666666667,1954,26804,28845
"2524",1.25,1954,22054,23706
"2525",1.66666666666667,1954,199874,208497
"2526",2.5,1954,342160,341414
"2527",3,1954,426799,425074
"2528",5,1954,40329,40351
"2529",4,1954,60358,59374
"2530",2.66666666666667,1954,6102,6132
"2531",2.33333333333333,1954,4332,4527
"2532",0.333333333333333,1954,334,414
"2533",0.6,1954,11,0
"2534",1.75,1954,40,68
"2535",3.5,1954,529,266
"2536",1.2,1954,9,14
"2537",0.8,1954,48,0
"2538",1.6,1954,0,11
"2539",0,1954,0,0
"2540",1.4,1954,0,0
"2541",6,1954,0,0
"2542",2.25,1954,0,0
"2543",1.16666666666667,1954,0,0
"2544",3.33333333333333,1954,0,0
"2545",1.8,1954,0,0
"2546",0.833333333333333,1954,0,0
"2547",0.857142857142857,1954,0,0
"2548",4.5,1954,0,0
"2549",2.75,1954,0,0
"2550",7,1954,0,0
"2551",1,1955,382716,405250
"2552",2,1955,1262317,1271414
"2553",1.5,1955,869016,889284
"2554",1.33333333333333,1955,230706,242214
"2555",0.5,1955,10868,11121
"2556",0.75,1955,3408,3790
"2557",0.666666666666667,1955,27151,29187
"2558",1.25,1955,22027,23657
"2559",1.66666666666667,1955,202415,211263
"2560",2.5,1955,347410,346566
"2561",3,1955,433010,431409
"2562",5,1955,38351,38348
"2563",4,1955,63159,62155
"2564",2.66666666666667,1955,7942,7967
"2565",2.33333333333333,1955,4403,4649
"2566",0.333333333333333,1955,326,422
"2567",0.6,1955,15,19
"2568",1.75,1955,57,89
"2569",3.5,1955,607,262
"2570",1.2,1955,14,15
"2571",0.8,1955,46,0
"2572",1.6,1955,0,0
"2573",0,1955,0,0
"2574",1.4,1955,0,6
"2575",6,1955,0,0
"2576",2.25,1955,0,0
"2577",1.16666666666667,1955,0,0
"2578",3.33333333333333,1955,0,0
"2579",1.8,1955,0,0
"2580",0.833333333333333,1955,0,0
"2581",0.857142857142857,1955,0,0
"2582",4.5,1955,0,0
"2583",2.75,1955,0,0
"2584",7,1955,0,0
"2585",1,1956,401616,425647
"2586",2,1956,1301941,1311525
"2587",1.5,1956,880551,902136
"2588",1.33333333333333,1956,224377,236840
"2589",0.5,1956,10998,11253
"2590",0.75,1956,3535,3954
"2591",0.666666666666667,1956,28762,30711
"2592",1.25,1956,21674,23378
"2593",1.66666666666667,1956,211802,221048
"2594",2.5,1956,354112,353519
"2595",3,1956,449801,447637
"2596",5,1956,38417,38480
"2597",4,1956,67298,66156
"2598",2.66666666666667,1956,8415,8452
"2599",2.33333333333333,1956,4321,4622
"2600",0.333333333333333,1956,292,391
"2601",0.6,1956,5,0
"2602",1.75,1956,66,84
"2603",3.5,1956,528,273
"2604",1.2,1956,14,19
"2605",0.8,1956,57,0
"2606",1.6,1956,0,5
"2607",0,1956,0,0
"2608",1.4,1956,0,0
"2609",6,1956,0,0
"2610",2.25,1956,0,0
"2611",1.16666666666667,1956,0,0
"2612",3.33333333333333,1956,0,0
"2613",1.8,1956,0,0
"2614",0.833333333333333,1956,0,0
"2615",0.857142857142857,1956,0,0
"2616",4.5,1956,0,0
"2617",2.75,1956,0,0
"2618",7,1956,0,0
"2619",1,1957,419628,445257
"2620",2,1957,1341364,1351451
"2621",1.5,1957,885776,907891
"2622",1.33333333333333,1957,210975,223727
"2623",0.5,1957,10778,10997
"2624",0.75,1957,3606,4033
"2625",0.666666666666667,1957,30907,32835
"2626",1.25,1957,22999,24642
"2627",1.66666666666667,1957,219841,229103
"2628",2.5,1957,351395,351323
